storm_name,datetime,longitude_t,latitude_t,wind_speed_t,wind_direction_t,pressure_t,humidity_t,sea_surface_temp_t,month,longitude_t+1,latitude_t+1
NA,4/7/2004 0:00,63.94188237,80.45015896,54.32995394,92.30905336,985.8611039,75.6671353,0.617884404,4,63.96240317,80.25782757
NA,4/7/2004 1:00,63.96240317,80.25782757,110.8532143,173.0593334,1022.346082,66.72646549,4.938760004,4,64.10065687,80.40201383
NA,4/7/2004 2:00,64.10065687,80.40201383,46.59170044,79.47935233,970.4352176,63.19963907,0.974507567,4,64.35438142,80.6889499
NA,4/7/2004 3:00,64.35438142,80.6889499,68.754887,190.6084217,1019.051533,50.39805998,4.557295301,4,64.63104923,80.88670326
NA,4/7/2004 4:00,64.63104923,80.88670326,109.9262585,5.709180168,994.7511799,79.42242553,3.713475004,4,64.41516507,81.10949016
NA,4/7/2004 5:00,64.41516507,81.10949016,31.90734347,315.4865199,970.8316619,65.20505064,-0.362908523,4,64.52868656,81.40183736
NA,4/7/2004 6:00,64.52868656,81.40183736,71.71114881,276.9189993,1019.040642,75.71760218,0.796928466,4,64.59264568,81.12384667
NA,4/7/2004 7:00,64.59264568,81.12384667,74.25224059,87.03673009,978.7713923,60.46635537,-1.17880713,4,64.76465938,81.23384032
NA,4/7/2004 8:00,64.76465938,81.23384032,64.86314846,110.9312519,991.6659007,78.45840004,0.458192756,4,64.50766479,81.20262381
NA,4/7/2004 9:00,64.50766479,81.20262381,108.745553,359.0577807,1019.26011,85.4092741,3.611619412,4,64.24538058,81.19354034
NA,4/7/2004 10:00,64.24538058,81.19354034,60.90515779,219.4212617,1016.337816,89.67234159,3.678165928,4,64.04363948,80.97756765
NA,4/7/2004 11:00,64.04363948,80.97756765,34.20362694,182.1990977,1020.283787,88.46070532,-0.290100957,4,64.16133495,81.15790701
NA,4/7/2004 12:00,64.16133495,81.15790701,82.34428215,276.1707155,961.0348479,72.0253398,0.242798008,4,64.13307531,81.31391477
NA,4/7/2004 13:00,64.13307531,81.31391477,52.35256544,223.1245847,1022.88137,82.79258158,4.57631441,4,64.39598174,81.18818501
NA,4/7/2004 14:00,64.39598174,81.18818501,86.5350716,285.4056246,1000.951116,84.57734462,3.74727396,4,64.45400118,81.06025898
NA,4/7/2004 15:00,64.45400118,81.06025898,104.3822229,106.3405743,985.3941984,70.68385663,-0.271750557,4,64.2714889,81.05203443
NA,4/7/2004 16:00,64.2714889,81.05203443,91.31383081,228.6921619,1010.099317,71.97069468,-1.408333085,4,64.03951033,80.85812183
NA,4/7/2004 17:00,64.03951033,80.85812183,33.72838569,83.15859729,1011.590893,51.90716104,-1.726189455,4,63.86439143,80.57443526
NA,4/7/2004 18:00,63.86439143,80.57443526,37.98497382,254.2851541,1016.085924,69.16560345,1.254744423,4,63.58033047,80.40574719
NA,4/7/2004 19:00,63.58033047,80.40574719,80.19481106,313.0060462,1001.021323,61.31182919,2.616674485,4,63.42393661,80.20914828
NA,4/7/2004 20:00,63.42393661,80.20914828,117.1809093,224.8172166,964.1999835,67.24830391,3.854582796,4,63.49300455,80.39723395
NA,4/7/2004 21:00,63.49300455,80.39723395,58.99593777,38.83728956,993.6051955,84.33016096,2.021099107,4,63.61519361,80.3347738
NA,4/7/2004 22:00,63.61519361,80.3347738,64.95042863,96.05456355,988.9340168,74.3759897,-0.72521523,4,63.36427981,80.29280719
NA,4/7/2004 23:00,63.36427981,80.29280719,61.10767366,51.99496324,1025.469187,69.67659008,0.699692858,4,63.44561397,80.24976613
NA,4/8/2004 0:00,63.44561397,80.24976613,97.66415532,275.7993136,980.7286807,75.09372866,0.370606059,4,63.67986984,80.04863659
NA,4/8/2004 1:00,63.67986984,80.04863659,105.6023751,226.3930332,1007.735159,58.34637927,4.033066523,4,63.813391,80.01954754
NA,4/8/2004 2:00,63.813391,80.01954754,42.45851231,66.77244517,1001.448542,74.34165662,-0.663479555,4,63.57943157,79.90118431
NA,4/8/2004 3:00,63.57943157,79.90118431,56.80431407,11.37809852,974.6874082,71.96305877,-0.934915664,4,63.51089286,79.67188441
NA,4/8/2004 4:00,63.51089286,79.67188441,68.90496283,289.763459,972.4974056,62.35448139,-1.62138771,4,63.24679848,79.67879969
NA,4/8/2004 5:00,63.24679848,79.67879969,37.66315651,6.593349073,967.0990753,67.03151351,0.594853036,4,63.40144078,79.80712046
NA,4/8/2004 6:00,63.40144078,79.80712046,50.57932312,297.1924247,1018.867903,75.11031031,-1.278798279,4,63.13024016,79.82417896
NA,4/8/2004 7:00,63.13024016,79.82417896,82.95488701,318.0800233,992.3619281,61.98153774,-1.131658115,4,63.39725993,79.73081582
NA,4/8/2004 8:00,63.39725993,79.73081582,33.85397741,343.7395147,1007.174963,53.92541102,0.943294786,4,63.67835831,79.93494051
NA,4/8/2004 9:00,63.67835831,79.93494051,83.72054986,4.077925089,1021.062595,73.33264985,1.415991405,4,63.90298254,79.67954805
NA,4/8/2004 10:00,63.90298254,79.67954805,57.67372715,312.7556116,1020.380847,83.10877096,-0.541214179,4,63.91283884,79.66276365
NA,4/8/2004 11:00,63.91283884,79.66276365,117.9320265,327.6967029,978.924188,51.88195265,3.628048015,4,63.97557929,79.48123457
NA,4/8/2004 12:00,63.97557929,79.48123457,42.22789874,239.6599795,1023.394776,83.1197595,-1.869466839,4,63.92728435,79.67271056
NA,4/8/2004 13:00,63.92728435,79.67271056,74.12527542,97.59418654,992.3074502,60.49220795,-1.356882118,4,63.9730169,79.90787135
NA,4/8/2004 14:00,63.9730169,79.90787135,79.26004375,219.9169531,1005.283456,79.08494149,-0.501197522,4,63.82924656,80.15849272
NA,4/8/2004 15:00,63.82924656,80.15849272,91.39917984,104.1573423,1005.291434,50.1468201,4.134106054,4,63.76326518,80.11027957
NA,4/8/2004 16:00,63.76326518,80.11027957,95.07634375,164.0272581,960.3388266,81.52712751,1.619220958,4,63.56349117,80.39460632
NA,4/8/2004 17:00,63.56349117,80.39460632,40.96518085,216.9707456,980.8352899,59.12238214,4.78169157,4,63.49380295,80.27295055
NA,4/8/2004 18:00,63.49380295,80.27295055,53.388332,293.5918033,1012.910626,68.75462216,3.4835273,4,63.67091474,80.48810482
NA,4/8/2004 19:00,63.67091474,80.48810482,118.8846531,23.66030922,1018.997634,71.21312511,4.870890761,4,63.59256948,80.41299741
NA,4/8/2004 20:00,63.59256948,80.41299741,93.86463448,207.2640366,998.0134555,69.62905828,2.763789069,4,63.32865015,80.36877124
