storm_name,datetime,longitude_t,latitude_t,wind_speed_t,wind_direction_t,pressure_t,humidity_t,sea_surface_temp_t,month,longitude_t+1,latitude_t+1
Haiyan,6/15/2001 0:00,149.4099927,13.64594471,185.2311421,61.76884457,986.8300125,91.21483273,28.41274993,6,149.7079618,13.278387
Haiyan,6/15/2001 1:00,149.7079618,13.278387,231.2787959,344.856602,1000.280474,63.11443282,31.87431027,6,150.0663628,13.2801124
Haiyan,6/15/2001 2:00,150.0663628,13.2801124,199.1712872,50.2984046,919.2824379,64.39267129,28.94894524,6,149.7839939,13.21213477
Haiyan,6/15/2001 3:00,149.7839939,13.21213477,208.9990343,82.27840751,902.9579346,67.91432018,26.26240838,6,149.9864289,13.45537715
Haiyan,6/15/2001 4:00,149.9864289,13.45537715,253.9986689,221.8048552,961.3176491,63.01569561,27.94649335,6,150.0635897,13.63906647
Haiyan,6/15/2001 5:00,150.0635897,13.63906647,273.3313624,306.2643725,934.8280988,62.9750916,29.90009722,6,149.7521513,14.28504573
Haiyan,6/15/2001 6:00,149.7521513,14.28504573,85.15067842,219.8339232,924.0903971,92.4351067,31.97111677,6,150.3135352,14.37306279
Haiyan,6/15/2001 7:00,150.3135352,14.37306279,195.6284708,174.3815901,893.6450041,69.9311687,31.90821592,6,150.731171,14.5913037
Haiyan,6/15/2001 8:00,150.731171,14.5913037,206.0142743,289.4377868,882.3997314,68.09046823,26.22304528,6,151.2378198,14.44545093
Haiyan,6/15/2001 9:00,151.2378198,14.44545093,110.3158813,259.4368153,938.8514097,80.33924441,29.40370756,6,151.552522,14.56335406
Haiyan,6/15/2001 10:00,151.552522,14.56335406,266.1318354,259.0751746,998.8281229,61.95652349,26.83425505,6,151.4632652,15.07846165
Haiyan,6/15/2001 11:00,151.4632652,15.07846165,293.8528329,96.64334432,977.6700189,82.5351508,31.13492701,6,151.367714,15.51305794
Haiyan,6/15/2001 12:00,151.367714,15.51305794,298.5752905,164.8834669,912.3721061,98.17713772,27.81273268,6,151.7953912,15.10710097
Haiyan,6/15/2001 13:00,151.7953912,15.10710097,195.1077726,98.84104915,906.1157822,80.93825587,26.01836365,6,152.1471872,14.43059472
Haiyan,6/15/2001 14:00,152.1471872,14.43059472,126.5905106,112.293352,997.5033848,79.53933171,26.5061781,6,152.3966856,14.6235109
Haiyan,6/15/2001 15:00,152.3966856,14.6235109,87.16916007,315.520823,964.1498627,92.83407136,28.8052708,6,151.9671323,15.20800223
Haiyan,6/15/2001 16:00,151.9671323,15.20800223,202.6939348,137.8227476,929.8057092,95.69808099,29.1238225,6,152.0539373,15.74040194
Haiyan,6/15/2001 17:00,152.0539373,15.74040194,116.7875537,225.7967234,981.474638,71.04432612,27.46534629,6,152.1884321,15.63260763
